Title,Content,newsType,time
Yum planning to introduce cashier-less stores,Yum Restaurant Thailand vows to ramp up its digital programs and tighten its safety measures as the latest coronavirus outbreak hampers restaurants and food outlets in Thailand.,BUSINESS,8 Jan 2021
Mindset vital to hatch unicorns,"A sizeable market mindset, consideration of both loss and profit as well as government support allowing fair competition between local and foreign players are imperative in building the first unicorn startup in Thailand, say leading local startups and venture capitalists.",BUSINESS,8 Jan 2021
Draft panel for five-year trade tactics,Commerce Minister Jurin Laksanawisit has ordered a panel to be established to work on the country's strategic trade plans for 2021-25 to cope with the crisis and ensuing recovery.,BUSINESS,8 Jan 2021
Asia Plus bullish on continued Q1 inflows,"The first quarter of 2021 will see stock market growth driven by fund inflows, high foreign reserves and strong investor sentiment in Thailand and its listed firms, says Asia Plus Securities (ASPS).",BUSINESS,8 Jan 2021
Consumer sentiment falls amid increasing infections,Consumer sentiment dropped for the first time in three months in December as people grew concerned about a surge in Covid-19 infections in the country.,BUSINESS,8 Jan 2021
AMC in Talks to Leverage European Assets for Another Lifeline,"AMC Entertainment Inc. is in talks with Apollo Global Management Inc. and other top creditors over a potential financing deal backed by the cinema chain's European assets, according to people familiar with the matter.",BUSINESS,8 Jan 2021
Agencies keep budget disbursement going,"Government agencies adopting work-from-home measures and overlapping work hours to prevent infections have not affected fiscal 2021 budget disbursement, says the Comptroller-General's Department.",BUSINESS,8 Jan 2021
Analysts on edge after KTC surges,Analysts are urging stock and capital market regulators to protect investor interests and tame the investment climate by implementing additional risk-assessment practices to deal with unusually volatile trading of large-cap stocks with low free float.,BUSINESS,8 Jan 2021
GM Passes Ford in Closely Watched Truck Race,"General Motors Co. in 2020 dethroned rival Ford Motor Co. in Detroit's closely watched ""truck wars,"" securing the top slot in the lucrative market for large pickup trucks.",BUSINESS,8 Jan 2021
Tesla CEO Elon Musk now world's wealthiest person,"Elon Musk, the outspoken and envelope-pushing chief executive of Tesla, overtook Amazon boss Jeff Bezos to become the world's wealthiest person.",BUSINESS,7 Jan 2021
B300bn economic impact forecast for Q1,"The economy could lose as much as 300 billion baht in the first quarter after its largest coronavirus outbreak saw consumer mood sink to a five-month low in December, according to the University of the Thai Chamber of Commerce.",BUSINESS,7 Jan 2021
NYSE to delist 3 Chinese telecom firms in new reversal,"NEW YORK: The New York Stock Exchange reversed course again on Wednesday, saying it would delist three Chinese telecom equities from trading due to new US government guidance.",BUSINESS,7 Jan 2021
"Online deliveries skyrocket, competition heats up",Online food delivery has seen at least a 30-40% surge in orders following the fresh pandemic wave compared with the normal period.,BUSINESS,7 Jan 2021
Export prospects determined to grow,Thailand's food exports are expected to manage growth of 2-3% this year despite a fresh surge of infections and reports of growing cases among workers in the food industry.,BUSINESS,7 Jan 2021
Tuna factory cases 'old news',"The Public Health Ministry has confirmed reports that more than 900 new Covid-19 cases found in a canned tuna factory in Samut Sakhon were found after 3,800 tests, but said the figure was old information which has already been included in previous reports.",BUSINESS,7 Jan 2021
JSCCIB: 3 months to stave off job fallout,"The government has been given three months to contain infections to prevent unemployment from skyrocketing countrywide as the latest outbreak prompts the Joint Standing Committee on Commerce, Industry and Banking (JSCCIB) to downgrade its economic outlook, with only 1.5-3.5% growth this year.",BUSINESS,7 Jan 2021
MPC: Growth may fall below forecast,Thailand's GDP growth this year could drop below the 3.2% baseline projection from plausible lower inbound arrivals and reduced fiscal stimulus.,BUSINESS,7 Jan 2021
Relief rate deliberated,The Finance Ministry is considering extending reduced liability for the land and building tax by another year to lower taxpayers' financial burdens.,BUSINESS,7 Jan 2021
Poll: China's FDI poised to rise over next few years,China's foreign direct investment (FDI) in Thailand is expected to increase significantly over the next few years.,BUSINESS,7 Jan 2021
Singha Estate sells off NVD portion,SET-listed property firm Singha Estate has ended a six-year partnership with one subsidiary Nirvana Daii (NVD) as part of efforts to expand within the housing development business.,BUSINESS,7 Jan 2021
Survey: SET earnings increasing 40%,"Earnings per share on the Thai stock market will increase 40% from last year, in line with listed firms' net profit recovery and supported by global governments' quantitative easing programmes and inbound fund flow, according to a survey by the Investment Analysts Association (IAA).",BUSINESS,7 Jan 2021
InTouch welcomes Gulf share move,"SET-listed InTouch Holdings regards the move by Gulf Energy Development Plc, the country's top power generation firm by capacity, to acquire a 14.39% stake in the company as a ""positive"" note, saying this reflects the holding's attractive dividend yield and favourable business direction.",BUSINESS,7 Jan 2021
Impact assessment within next fortnight,The government is likely to take about 1-2 weeks to evaluate the impact of a surge of fresh infections in the country and come up with additional measures to help those affected by the fresh outbreak.,BUSINESS,7 Jan 2021
Developers to get power direct via IPS,"B.Grimm Power (BGRIM) is poised to start a new business by selling electricity directly to real estate developers, including mixed-used building owners, under captive independent power supply (IPS) model.",BUSINESS,7 Jan 2021
GE Won't Try to Claw Back Jeff Immelt's Pay,"General Electric Co.'s board won't claw back compensation from former CEO Jeff Immelt and other executives over GE's accounting issues or Mr. Immelt's use of a backup corporate jet, ending a three-year probe into allegations of misconduct at the conglomerate.",BUSINESS,7 Jan 2021
Wyndham Destinations Buys Travel+Leisure From Meredith,"Wyndham Destinations Inc. is buying the Travel+Leisure publication from Meredith Corp. for $100 million, in a deal that would expand Wyndham's business beyond its core vacation-ownership operations.",BUSINESS,7 Jan 2021
Pepsi bottler targets street carts,"Suntory PepsiCo Beverage Thailand, the bottler of Pepsi, Mirinda and 7-Up, has set an ambitious plan to tap into every street food shop in Thailand to boost sales of its carbonated drink.",BUSINESS,7 Jan 2021
Delta shares drop 13.41%,"Delta Electronics Thailand (DELTA) shares sank 13.41% yesterday after the first day of the cash balance rule applied to the company's stocks, pulling the SET Index down by 14.29 points or 0.95% to close at 1,492.36 points.",BUSINESS,7 Jan 2021
Package for senior visitors put on hold,"The spike in coronavirus infections in Thailand has delayed the launch of a new tourism stimulus package targeting senior travellers until March, while the Tourism and Sports Ministry will discuss a plan to set up a tourism fund by this month.",BUSINESS,7 Jan 2021
Supalai upbeat on outlook for Ayutthaya,"AYUTTHAYA: After consecutive declines in the number of new residential launches since the second half of 2018, the Ayutthaya housing market is finally picking up thanks to the area's industrial estates and new transport networks.",BUSINESS,7 Jan 2021
